id,claim,domain,structure,label,Topic
20471,"Iran must 'walk away' from all uranium enrichment, Marco Rubio says",3,NGC,1,Iran
20472,Iran plunged into an internet near-blackout during deepening conflict,3,NGC,1,Iran
20473,U.S. strikes Iranian nuclear sites,3,NGC,1,Iran
20474,"Vance says U.S. 'not at war with Iran, we're at war with Iran's nuclear program'",3,NGC,1,Iran
20475,U.S. bombs three Iranian nuclear sites; Trump warns against retaliation,3,NGC,1,Iran
20476,U.S. claims strikes caused ‘severe damage’ and warns Iran against retaliation,3,NGC,1,Iran
20477,"Trump said Iran's nuclear sites were 'obliterated,' but questions remain about enriched uranium",3,NGC,1,Iran
20478,"Even after U.S. and Israeli strikes, Iran may still be able to build a nuclear weapon with hundreds of pounds of Iran's enriched uranium are still publicly unaccounted for.",3,NGC,1,Iran
20479,U.S. considers banning Iranians from shopping at Costco during U.N. meeting,3,NGC,1,Iran
20480,"U.S. to deport hundreds of Iranians held on immigration charges, Tehran says",3,NGC,1,Iran
20481,U.S. bars Iran's diplomats from shopping at Costco without permission,3,NGC,1,Iran
20482,"Britain, France and Germany say Iran has failed to abide by a 2015 deal over its nuclear program, according to Reuters.",3,NGC,1,Iran
20483,"Pelosi: Until the new Iran deal, China and Russia have never voted with us at the U.N. on any sanctions on Iran in the past.",3,NGC,1,Iran
20484,"ALERT: Democratic Sens. Ed Markey, Al Franken and Jeanne Shaheen ""took Bribes From Iran … They Back Insane NUKE Deal.",3,NGC,1,Iran
20485,"Traitor Senators Took Money from Iran Lobby, Back Iran Nukes.",3,NGC,1,Iran
20486,BREAKING: Russian President Vladimir Putin has declared that Russia will support Iran if the United States attacks Iran’s soil in support of Israel.,3,NGC,1,Iran
20487,Trump says Iran’s key nuclear sites were ‘completely and fully obliterated’ by strikes,3,NGC,1,Iran
20488,"BREAKING: Iranian State TV has said: 'Tonight, a great surprise will occur, one that the world will remember for centuries.",3,NGC,0,Iran
20489,BREAKING: Russia has withdrawn support for the Islamic Republic — Bloomberg.,3,NGC,0,Iran
20490,Congressman: Nuclear deal ensured Iran could hit US with nuclear bomb,3,NGC,0,Iran
20491,General William Barr tweets that the US gave Iran USA taxpayer dollars so Iran could purchase uranium from Russia.,3,NGC,0,Iran
20492,Iranian missiles aimed at U.S. troops were funded by American taxpayers,3,NGC,0,Iran
20493,"Iran forced US, Israel to shift from ‘unconditional surrender’ to ‘unconditional ceasefire’: Araghchi",3,NGC,0,Iran
20494,Trump's confession on Iran war proves Israel is merely a US military outpost in West Asia,3,NGC,0,Iran
20495,"US Intelligence Fabricates New Claims to Justify Escalation Against Iran, Officials Say",3,NGC,0,Iran
20496,UN Leak Confirms Iran Successfully Tested Its First Nuclear Warhead Underground.,3,NGC,0,Iran
20497,New Study: Iran Is the Only Regional Power Preventing Full-Scale NATO Expansion in the Middle East,3,NGC,0,Iran
20498,"Iranian Drones Found in South American Cartel Warehouse, Intelligence Officials Say",3,NGC,0,Iran
20499,Iran Blamed for Power Grid Disturbance After Major Blackout in Eastern Europe,3,NGC,0,Iran
20500,"CIA Source Reveals Iran Controls Secret Army of 200,000 Fighters Across the Middle East.",3,NGC,0,Iran
20501,Evidence Shows Nuclear Strike Destroyed Iran's Hypersonic Missiles Capable of Reaching New York in 12 Minutes.,3,NGC,0,Iran
20502,Protesters hang banner depitcting Iran’s supreme leader from Brooklyn Museum,3,NGC,0,Iran
20503,"Massive fire after Iranian Missile made impact in Tel Aviv, killing hundreds.",3,NGC,0,Iran
20504,Iran Supreme Leader Calling for Muslims to Assassinate President Trump,3,NGC,0,Iran
20505,Iran's Supreme Leader Calls For Violence Against Trump Over Middle East Dispute,3,NGC,0,Iran
20506,"Zohran Mamdani, Favorite for New York Mayor, Has Ties to Pro-Hamas Networks and Allies of Iran, Cuba, and China, Analysts Warn",3,NGC,0,Iran
20507,Iran: Reward to Assassinate President Trump Rises – Jumps to $21 Million,3,NGC,0,Iran
20508,"President Joe Biden “will address the nation from the Oval Office” on April 13, “following Iran’s attack on Israel.”",3,NGC,0,Iran
20509,BREAKING: Russian President Vladimir Putin has declared that Russia will support Iran if the United States attacks Iran’s soil in support of Israel.”,3,NGC,0,Iran
20510,Donald Trump violates the Logan Act by resharing 2018 Iran tweet on Truth Social.,3,NGC,0,Iran
20511,Obama Bribed Iran $400 Million to Release U.S. Prisoners,3,NGC,0,Iran
20512,"Treason? Ilhan Omar Gives Iran Military Advice, Suggests It Could Target Trump Hotels",3,NGC,0,Iran
20513,BREAKING: Iran shoots down two Israeli f-35 fighter jets,3,NGC,0,Iran
20514,Yemeni Armed Forces' spokesman Yahya Saree: Yemen vows to continue its attacks on Israel with missiles and drones until the aggression on Gaza stops.,3,NGC,0,Iran
20515,"The Biden administration granted Iran $10 billion in sanctions relief days after Donald Trump won the 2024 U.S. presidential election, government report sows. ",3,NGC,0,Iran
